timestep,NO_Hydro_Min_Storage_Level,CH_Pump_Hydro_Open_Min_Storage_Level,FR_Hydro_Reservoir_Min_Storage_Level,FI_Hydro_Reservoir_Min_Storage_Level,SE_Hydro_Reservoir_Min_Storage_Level,SK_Hydro_Reservoir_Min_Storage_Level,NO_Hydro_Max_Storage_Level,CH_Pump_Hydro_Open_Max_Storage_Level,FR_Hydro_Reservoir_Max_Storage_Level,FI_Hydro_Reservoir_Max_Storage_Level,SE_Hydro_Reservoir_Max_Storage_Level,SK_Hydro_Reservoir_Max_Storage_Level
1044,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1045,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1046,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1047,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1048,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1049,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1050,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1051,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1052,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1053,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1054,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1055,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1056,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1057,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1058,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1059,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1060,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1061,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1062,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1063,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1064,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1065,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1066,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1067,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1068,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1069,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1070,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1071,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1072,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1073,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1074,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1075,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1076,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1077,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1078,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1079,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1080,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1081,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1082,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1083,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1084,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1085,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1086,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1087,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1088,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1089,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1090,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1091,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1092,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1093,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1094,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1095,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1096,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1097,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1098,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1099,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1100,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1101,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1102,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1103,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1104,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1105,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1106,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1107,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1108,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1109,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1110,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1111,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1112,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1113,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1114,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1115,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1116,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1117,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1118,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1119,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1120,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1121,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1122,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1123,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1124,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1125,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1126,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1127,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1128,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1129,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1130,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1131,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1132,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1133,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1134,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1135,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1136,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1137,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1138,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1139,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1140,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1141,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1142,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1143,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1144,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1145,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1146,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1147,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1148,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1149,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1150,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1151,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1152,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1153,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1154,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1155,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1156,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1157,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1158,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1159,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1160,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1161,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1162,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1163,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1164,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1165,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1166,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1167,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1168,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1169,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1170,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1171,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1172,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1173,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1174,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1175,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1176,0.394333333,0.282425345,0.223,0.267992767,0.14048437,0.447,0.713333333,0.591386463,0.649,0.645027125,0.665131825,0.783
1177,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1178,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1179,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1180,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1181,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1182,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1183,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1184,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1185,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1186,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1187,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1188,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1189,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1190,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1191,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1192,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1193,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1194,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1195,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1196,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1197,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1198,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1199,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1200,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1201,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1202,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1203,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1204,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1205,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1206,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1207,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1208,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1209,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1210,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1211,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1212,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1213,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1214,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1215,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1216,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1217,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1218,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1219,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1220,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1221,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1222,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1223,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1224,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1225,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1226,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1227,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1228,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1229,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1230,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1231,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1232,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1233,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1234,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1235,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1236,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1237,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1238,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1239,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1240,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1241,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1242,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1243,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1244,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1245,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1246,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
1247,0.357666667,0.261869464,0.205,0.243942134,0.102919606,0.388,0.689333333,0.546412687,0.616,0.626943942,0.631022299,0.735
