normalization,clustering_type,weight_type,tol,regret_min_pct,regret_median_pct,regret_max_pct,regret_range_pct,median_time_s
economic,conical_hull,convex,0.01,0.6528841896221271,0.6528841896221271,0.6528841896221271,0.0,0.05188166600000001
economic,conical_hull,conical_bounded,1.0e-5,0.7069629994014726,0.7069629994014726,0.7069629994014726,0.0,0.096960708
economic,conical_hull,conical_bounded,0.0001,0.7069629800247279,0.7069629800247279,0.7069629800247279,0.0,0.07972283299999999
economic,conical_hull,conical_bounded,0.001,0.7069626034704957,0.7069626034704957,0.7069626034704957,0.0,0.068121083
economic,conical_hull,conical_bounded,0.01,0.6494860053921636,0.6494860053921636,0.6494860053921636,0.0,0.050505333
economic,conical_hull,conical,1.0e-5,0.860231187195204,0.860231187195204,0.860231187195204,0.0,0.07178579199999999
economic,conical_hull,conical,0.0001,0.8602311901635185,0.8602311901635185,0.8602311901635185,0.0,0.084072833
economic,conical_hull,conical,0.001,0.8602303573745029,0.8602303573745029,0.8602303573745029,0.0,0.077546583
economic,conical_hull,conical,0.01,0.7823359249855333,0.7823359249855333,0.7823359249855333,0.0,0.0460175
unscaled,k_means,convex,1.0e-5,1.2944875949456813,1.79587934489438,2.22081357715469,0.9263259822090086,0.049838084
unscaled,k_means,convex,0.0001,1.2944239035630467,1.7959663966270911,2.2438337223487537,0.949409818785707,0.048242
unscaled,k_means,convex,0.001,1.294294501068105,1.7962000599615946,2.222263795048085,0.92796929397998,0.04936604
unscaled,k_means,convex,0.01,1.324780495235789,1.8482427102123777,2.3130809251823203,0.9883004299465314,0.046987251
unscaled,k_means,conical_bounded,1.0e-5,1.2710443263856508,1.580372814292863,2.045136584988416,0.7740922586027654,0.056341375
unscaled,k_means,conical_bounded,0.0001,1.2710702160223741,1.5802310579324796,2.045177123647557,0.7741069076251827,0.055175998999999996
unscaled,k_means,conical_bounded,0.001,1.269948708341051,1.5856274824458616,2.0425163559270265,0.7725676475859755,0.065554585
unscaled,k_means,conical_bounded,0.01,1.2710001629043344,1.518082212836247,2.3415882324218096,1.0705880695174752,0.049582375
unscaled,k_means,conical,1.0e-5,2.562083070264709,3.525463053010247,4.1597977829000765,1.5977147126353675,0.049105209000000004
unscaled,k_means,conical,0.0001,2.561604512809712,3.525358388189237,4.159447758097112,1.5978432452874003,0.050016541
unscaled,k_means,conical,0.001,2.5645586645387963,3.525475200281858,4.158670453738855,1.594111789200059,0.046730626000000004
unscaled,k_means,conical,0.01,2.5352558378236356,3.553961701180053,4.13720213155655,1.6019462937329143,0.046833291
unscaled,k_medoids,convex,1.0e-5,1.426715401423051,1.8797231363375744,2.4672196171684035,1.0405042157453526,0.054301251
unscaled,k_medoids,convex,0.0001,1.4267095587908951,1.879753565621023,2.467225940383888,1.040516381592993,0.052261541
unscaled,k_medoids,convex,0.001,1.4289843436818828,1.8798041848970826,2.4679890086114042,1.0390046649295215,0.062419917000000005
unscaled,k_medoids,convex,0.01,1.5010054136768813,1.9371243586044473,2.519911621151305,1.0189062074744237,0.050753125
unscaled,k_medoids,conical_bounded,1.0e-5,1.1334288814079052,1.6569481578898815,1.9809097870577164,0.8474809056498112,0.086111333
unscaled,k_medoids,conical_bounded,0.0001,1.1333021682458089,1.6569587515619988,1.9809765646835675,0.8476743964377587,0.05793875
unscaled,k_medoids,conical_bounded,0.001,1.1329241444503868,1.6569875676827772,1.980485456700798,0.8475613122504111,0.053430501000000005
unscaled,k_medoids,conical_bounded,0.01,1.1292792971515198,1.6968484454613186,1.9638829142511804,0.8346036170996607,0.047713084
unscaled,k_medoids,conical,1.0e-5,2.7460644157057956,3.440689765861671,4.144365777444725,1.3983013617389295,0.050518458
unscaled,k_medoids,conical,0.0001,2.745973061814988,3.440474926508519,4.144802618072885,1.3988295562578967,0.052359584
unscaled,k_medoids,conical,0.001,2.745977449571302,3.4401217347984625,4.14607003947709,1.400092589905788,0.047538375
unscaled,k_medoids,conical,0.01,2.731979302932741,3.3758095404483823,4.113782922856868,1.3818036199241268,0.044996208
unscaled,hierarchical,convex,1.0e-5,1.697019697981994,1.697019697981994,1.697019697981994,0.0,0.048074707
unscaled,hierarchical,convex,0.0001,1.6970847650154441,1.6970847650154441,1.6970847650154441,0.0,0.050442375
